datetime,0x,1inch,aave,airswap,alchemix,ampleforth,api3,badger-dao,balancer,bancor,band-protocol,chainlink,clearpool,coin98,convex-finance,cow-protocol,crvusd,degate,dexe,dia-data,dydx,ethena,frax,frax-share,harvest-finance,hegic,injective-protocol,insure,inverse-finance,keep-network,kryll,kujira,lever,lido-dao,liquity,liquity-usd,loopring,magic-internet-money,maker,marlin,melon,messier,morpho,numeraire,olympus,ondo-finance,oraichain-token,orbs,orion-protocol,paraswap,pendle,pinlink,quickswap,ramp,renzo,ribbon-finance,rocket-pool,smardex,spell-token,ssv-network,stafi,sushi,synfutures,telcoin,tellor,tokenfi,uma,uniswap,unizen,whiteheart,yearn-finance
2023-06-23T00:00:00Z,0.20176472503,0.317405310305,56.997431430644,0.111957360119,14.662780551851,1.205202702715,1.049030264672,2.275912702672,4.748649352601,0.391729778214,1.249531165431,6.059009910704,0.024759364618,0.156425852746,3.758950405775,0.075322673586,,0.153520699201,2.108355978366,0.249830773564,1.893079528255,,0.999494503825,5.811550659282,25.504396942785,0.0129142919,7.134267352826,0.004047986709,37.318753056129,0.125215609173,0.244198914088,0.868080555339,0.001325465368,1.925829577193,0.94987879648,1.004542609089,0.229908937175,0.997736152518,727.288497710247,0.007981930875,17.610156842761,5.9056e-07,,13.689878059318,10.609324267266,,2.965848946106,0.0234847691,0.723899031526,0.030285868136,0.661500088453,,48.093793799124,0.046681889921,,0.182077807883,40.617769356632,0.005257083342,0.000485599366,18.522344252336,0.304304831562,0.679091048875,,0.001552240139,10.04721606824,,1.59939201238,4.863968054512,0.06695552561,95.064128053534,6436.349686375217
2023-06-24T00:00:00Z,0.205609293878,0.326019190737,57.107204989851,0.107921514477,14.704003790479,1.308820322914,1.050432638937,2.250228766936,4.732660414848,0.389471641096,1.251197408026,6.134932990561,0.024678628074,0.152263972809,3.715664137791,0.074985327253,,0.153419696456,2.154917397455,0.257014525694,1.830900948294,,0.999431146039,5.74029444585,24.859691016694,0.01280361978,6.92716589396,0.003901934001,37.494750048349,0.11951787311,0.244990072746,0.836134512559,0.001326034309,1.829408317167,0.940264887771,1.002390280164,0.242965772164,0.998397450905,681.921585627448,0.00777563565,17.743765687519,5.76786e-07,,13.202910879617,10.62416769391,,2.874968537906,0.023867404299,0.707200026543,0.030163327704,0.631716204222,,47.529853586343,0.046978915754,,0.182534267393,38.364604303419,0.005183809291,0.000485615692,17.355871974494,0.296939967218,0.67483914502,,0.001507683586,10.324951641301,,1.609170952386,4.734692545277,0.06698629952,92.955104775841,6306.218253270152
2023-06-25T00:00:00Z,0.207712740494,0.328315290874,68.885919879053,0.110132188395,15.566153894012,1.509927563773,1.068998219063,2.267731472517,4.852414982835,0.395879236864,1.308503988975,6.150530951809,0.024540156087,0.16052208272,3.778839670015,0.076074762144,,0.152930703593,2.210625892659,0.258894807445,1.968241992453,,0.998895683776,5.903273463205,25.731147335725,0.013116679382,6.97578246901,0.004053375972,38.767566364615,0.116094587895,0.244443614126,0.816919047237,0.001345705949,1.93833238552,0.967848286715,1.002094460275,0.240825232334,0.996372825076,705.431960604519,0.007992567331,18.042018379884,5.72095e-07,,13.567851311925,10.627866154643,,2.873709431051,0.023854243753,0.713708962415,0.030442785365,0.728989304633,,54.053206138421,0.046516516363,,0.183294671775,38.643566229771,0.00526345313,0.00049173701,18.968545258299,0.302266572321,0.699477196381,,0.001540099267,10.897211443463,,1.675478298136,5.439709047071,0.069785602054,94.967724001821,6585.631097235971
2023-06-26T00:00:00Z,0.212971624373,0.319846038034,63.358136399533,0.107276819648,15.285027376441,1.283198753123,1.014500293528,2.23081089255,4.673440507384,0.385397303516,1.266507797647,6.066920558357,0.024732286417,0.15476013905,3.638039198314,0.073829691396,,0.154664466815,2.123472166402,0.246085673574,1.945696913505,,0.998526303833,5.907447322583,24.850389773609,0.01279607268,7.358258054691,0.004027006675,39.60681368614,0.109980874073,0.240836110812,0.844660494177,0.001351962534,1.925197262407,0.932514298435,1.0029778892,0.230607389365,0.995538676315,688.537874889036,0.007689428992,17.740033777658,5.75303e-07,,13.134547679464,10.517255446302,,2.835302926747,0.023569309966,0.698224217597,0.028599849974,0.740963342396,,54.884947444136,0.046210654507,,0.180970400569,37.473554345324,0.005050270691,0.000474086133,18.058306057566,0.291080824495,0.673078393116,,0.001503684139,10.525337879912,,1.617261049468,5.267045243047,0.066108663975,93.866139887047,6301.488698813921
2023-06-27T00:00:00Z,0.21749999994,0.318822174841,64.926011843063,0.108409642731,15.164841061097,1.275736472314,1.044205446999,2.265230270101,4.785670919197,0.392079102275,1.26746331802,6.198840019091,0.024965442117,0.159216219674,3.655644199455,0.074230262981,,0.15467702427,2.113459236093,0.253146552234,1.982859925356,,0.998683579222,5.652023245699,25.347249661277,0.013166495398,7.595484877558,0.004084415875,38.99357304108,0.109750619733,0.242692264566,0.86736059539,0.001347607205,1.955746928027,0.941506804925,1.002214454681,0.232482391863,0.997146021002,689.449643831198,0.00782819518,17.893880475534,6.0202e-07,,13.488983378796,10.566922547992,,2.975825574001,0.024132484031,0.702961116539,0.031589658723,0.766680135341,,53.851491600371,0.047574817769,,0.182663693883,38.03545252483,0.005045310926,0.000483480832,18.031765678595,0.296938708296,0.680052744356,,0.00149880109,10.75928038728,,1.619268145649,5.273714564235,0.066729779144,97.398535849585,6423.723366026476
2023-06-28T00:00:00Z,0.197109739386,0.299077841184,59.491594184679,0.103273426759,14.132727437801,1.227915785782,0.968519603259,2.163333505443,4.524450984049,0.37268851539,1.190435696039,5.821580196392,0.023659148773,0.144440153786,3.46164065441,0.071522284873,0.998738624953,0.154665668722,1.994173112031,0.239542247351,1.867617510516,,0.998856018732,5.460675827343,23.97895460482,0.012796561896,7.405564279808,0.003970701264,39.752018519316,0.104121919991,0.241679659163,0.831400554615,0.001224878879,1.856452841335,0.890515282249,1.003879312859,0.217838532299,0.996219872806,677.089372072924,0.007472876991,16.559470337615,5.72682e-07,,12.420142809751,10.483714554406,,2.810011359135,0.022898650106,0.669567595602,0.03054243307,0.677571986634,,50.99224827446,0.045430970964,,0.183432615646,36.706093041044,0.005311628912,0.000452764177,16.773839788002,0.283126498082,0.628049490944,,0.00138934093,9.987781347665,,1.515943315872,4.834852070504,0.063849741164,97.610725189633,6105.918829336184
2023-06-29T00:00:00Z,0.201689559578,0.308773506473,63.121338753396,0.103463054578,14.144389298368,1.276110958099,0.981487922773,2.176841203436,4.582478383251,0.376277468284,1.191509803291,5.901479026421,0.023448309853,0.143116810225,3.529216774512,0.071841694551,0.999324311631,0.150277811937,2.025782017676,0.239857262752,1.986543228933,,0.998452627226,5.486800064115,24.147270012568,0.012238418693,7.869511356593,0.004008721334,40.70693703486,0.104004296715,0.242523044174,0.86218621353,0.001240977751,1.876634273041,0.892079065554,1.002278905837,0.221096237474,0.994613186509,687.568473684378,0.007498343326,16.93357002512,5.75435e-07,,12.69895517952,10.511736999565,,2.752203416309,0.022989644821,0.673857601454,0.03017368497,0.784605039863,,51.428247940256,0.045323750128,,0.184399999022,37.305039905212,0.005678510363,0.000455556791,17.303933299176,0.284319346808,0.649544163878,,0.001400259573,10.028953196144,,1.541962051751,4.924464100761,0.064415827558,88.119643709205,6319.18938997742
2023-06-30T00:00:00Z,0.212580782829,0.317301529025,70.488638190975,0.107293146904,14.307902432827,1.341470345951,1.052223522375,2.231517145485,4.829437703995,0.389060071065,1.269643398366,6.308454083133,0.023440813592,0.153154117939,3.761996958798,0.075317008112,0.999498973363,0.150419823498,2.064429852192,0.249757720605,2.06598846072,,0.999016378103,5.819442506875,24.649541221254,0.012840765858,8.040218727018,0.004134480352,46.115015900178,0.106637089415,0.242318727049,0.871055602217,0.001302673791,2.05264170854,0.926018648394,1.002210342204,0.231350590403,0.997192897761,830.741748881986,0.007743271416,17.026032888643,5.56866e-07,,13.411983285683,10.534939717756,,2.81398044258,0.023749257986,0.68612190981,0.033025066872,0.830067210798,,52.20161773306,0.046021571564,,0.184581741047,38.635819612428,0.005869094113,0.000478102084,18.679307665745,0.293930415175,0.688493123666,,0.001432833491,11.025053287911,,1.608586223057,5.276714695196,0.063983818752,93.19107468229,6634.718827037564
2023-07-01T00:00:00Z,0.218939950856,0.331139513497,68.141219564251,0.106445044389,14.33960640976,1.338146184645,1.060958067755,2.236292215341,4.890665627307,0.392817120782,1.286474605757,6.497598591937,0.023495231587,0.160080296865,3.733933890746,0.07381913184,0.999470004519,0.154644635079,2.090038558159,0.24910505223,2.107097313521,,1.001977620105,5.920362280663,24.716694273791,0.012776420332,8.822096623074,0.004109042943,43.321915874675,0.113922744226,0.242206264103,0.86675402712,0.001328622669,2.136037885318,0.952071414638,1.002155765166,0.237601098432,0.996887099223,842.609679925326,0.007908770144,17.343387026945,5.43221e-07,,13.535580501712,10.53559436107,,2.800798766772,0.024497237828,0.690906570774,0.032528380802,0.880591760923,,52.698643574402,0.050903588917,,0.184337521985,37.67936620013,0.005731532407,0.000481205181,19.717997221085,0.303064310617,0.689519706404,,0.001440965865,11.030890199242,,1.637801859834,5.582614116023,0.067223203778,90.589158858129,6644.814313137123
2023-07-02T00:00:00Z,0.21451028671,0.32476303651,70.697675674265,0.105370411487,14.389532414127,1.360274856541,1.06651657909,2.222133704299,4.897077129421,0.394460762748,1.281779255921,6.530423814838,0.023666267666,0.161037486709,3.792623619052,0.074540319727,0.999216017012,0.150277995872,2.127530557074,0.247182484562,2.12910279174,,0.999568678147,5.832490663502,24.670193492188,0.012715915147,8.730452434833,0.004082639056,43.077759907795,0.102824206525,0.242426324915,0.856368762459,0.001351378459,2.128151376874,0.954766891443,1.001353378197,0.23976059426,0.996530489567,858.810529316995,0.00782111921,17.444366380542,5.46829e-07,,13.497397056402,10.566120118031,,2.854352116896,0.02410766722,0.682629747593,0.032412577897,0.974457822612,,55.386164620885,0.046666362768,,0.185672779572,37.946634777463,0.005783263519,0.000484972097,19.24314948261,0.301300217393,0.692417263098,,0.001421693364,10.927366929959,,1.625517431198,5.567735174987,0.06643118025,93.815001283216,7259.63748612627
